Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,fips
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,HCA Healthcare,,N,TN,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,37075,SUMNER,,,Proprietary,Acute Care Hospitals,South ,PPS,4,129,,148,148,119,Yes,47
TRISTAR HORIZON MEDICAL CENTER,440046,HCA Healthcare,,N,TN,111 HIGHWAY 70 EAST,DICKSON,37055,DICKSON,,,Proprietary,Acute Care Hospitals,South ,PPS,4,96,,157,157,77,Yes,47
TRISTAR NORTHCREST MEDICAL CENTER,440065,,,N,TN,100 NORTHCREST DRIVE,SPRINGFIELD,37172,ROBERTSON,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,3,109,,109,109,103,Yes,47
TRISTAR SKYLINE MEDICAL CENTER,440006,,,N,TN,3441 DICKERSON PIKE,NASHVILLE,37207,DAVIDSON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,350,,395,395,277,Yes,47
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,HCA Healthcare,,N,TN,391 WALLACE RD,NASHVILLE,37211,DAVIDSON,,,Proprietary,Acute Care Hospitals,South ,PPS,4,103,,180,180,96,Yes,47
TRISTAR STONECREST MEDICAL CENTER,440227,HCA Healthcare,,N,TN,200 STONECREST BOULEVARD,SMYRNA,37167,RUTHERFORD,,,Proprietary,Acute Care Hospitals,South ,PPS,3,115,,75,75,95,Yes,47
TRISTAR SUMMIT MEDICAL CENTER,440150,HCA Healthcare,,N,TN,5655 FRIST BLVD,HERMITAGE,37076,DAVIDSON,,,Proprietary,Acute Care Hospitals,South ,PPS,3,188,,200,200,145,Yes,47
TRMC OF ORANGEBURG & CALHOUN,420068,,,N,SC,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,29115,ORANGEBURG,,,Government - Local,Acute Care Hospitals,South ,SCH/RRC,1,251,,286,286,239,Yes,45
TROY COMMUNITY HOSPITAL,391305,,,N,PA,275 GUTHRIE DRIVE,TROY,16947,BRADFORD,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,4,25,,25,25,,Yes,42
TROY REGIONAL MEDICAL CENTER,010126,,,N,AL,1330 HIGHWAY 231 SOUTH,TROY,36081,PIKE,,,Government - Federal,Acute Care Hospitals,South ,PPS,3,41,,97,97,37,Yes,01
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,,,N,MO,2301 HOLMES STREET,KANSAS CITY,64108,JACKSON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,2,238,,283,283,227,Yes,29
TRUMBULL REGIONAL MEDICAL CENTER,360055,Steward Health Care,Cerberus Capital,N,OH,1350 EAST MARKET STREET,WARREN,44482,TRUMBULL,,,Proprietary,Acute Care Hospitals,Midwest ,PPS,2,202,,147,346,196,Yes,39
TRUSTPOINT HOSPITAL,440231,Acadia Healthcare,,N,TN,1009 NORTH THOMPSON LANE,MURFREESBORO,37129,RUTHERFORD,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,18,,86,86,18,No,47
TRUSTPOINT HOSPITAL OF MURFREESBORO,44T231,Acadia Healthcare,,N,TN,1009 N THOMPSON LANE,MURFREESBORO,,Rutherford,,,For profit,Rehabilitation hospital,South ,,,,,,,,,47
TUALITY COMMUNITY HOSPITAL,380021,,,N,OR,335 SE 8TH AVENUE,HILLSBORO,97123,WASHINGTON,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,3,106,,215,215,94,Yes,41
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,,,N,AZ,PO BOX 600,TUBA CITY,86045,COCONINO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,IHS,2,73,,103,103,73,No,04
TUCSON MEDICAL CENTER,030006,,,N,AZ,5301 EAST GRANT ROAD,TUCSON,85712,PIMA,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,RRC,3,441,,596,596,424,Yes,04
TUFTS MEDICAL CENTER,220116,,,N,MA,800 WASHINGTON STREET,BOSTON,2111,SUFFOLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,4,385,,415,415,364,Yes,25
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,Appalachian Regional Healthcare ,,N,KY,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,41503,PIKE,,,Proprietary,Acute Care Hospitals,South ,RRC,1,88,,113,113,81,Yes,21
TULANE INPATIENT REHAB CENTER,19T176,LCMC Health,,N,LA,1415 TULANE AVE,NEW ORLEANS,,Orleans,,,For profit,Rehabilitation hospital,South ,,,,,,,,,22
TULANE MEDICAL CENTER,190176,,,N,LA,1415 TULANE AVE,NEW ORLEANS,70112,ORLEANS,,,Proprietary,Acute Care Hospitals,South ,PPS,2,470,,506,506,481,Yes,22
TULSA CENTER FOR BEHAVIORAL HEALTH,374026,,,N,OK,2323 S HARVARD AVE,TULSA,74114,TULSA,,,Government - State,Psychiatric,South ,,Not Available,,56,56,56,,No,40
TURNING POINT HOSPITAL,110209,Universal Health Services,,N,GA,3015 VETERANS PARKWAY,MOULTRIE,31788,COLQUITT,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,43,,69,69,33,No,13
TUSCALOOSA VA MEDICAL CENTER,01021F,,,N,AL,3701 LOOP ROAD EAST,TUSCALOOSA,,TUSCALOOSA,,,Veterans Health Administration,Acute Care - Veterans Administration,South ,,Not Available,,,,,,No,01
TVRH REHABILITATION HOSPITAL,10T290,,,N,FL,1451 EL CAMINO REAL,THE VILLAGES,,Sumter,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,12
TWIN CITY MEDICAL CENTER,361302,,,N,OH,819 NORTH FIRST STREET,DENNISON,44621,TUSCARAWAS,,,Voluntary non-profit - Church,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,39
TWIN VALLEY BEHAVIORAL HEALTHCARE,364007,,,N,OH,2200 WEST BROAD STREET,COLUMBUS,43223,FRANKLIN,,,Government - Local,Psychiatric,Midwest ,,Not Available,,230,176,176,,Yes,39
"TY COBB REGIONAL MEDICAL CENTER, LLC",110027,,,N,GA,367 CLEAR CREEK PARKWAY,LAVONIA,30553,FRANKLIN,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,56,,56,56,53,Yes,13
TYLER CONTINUECARE HOSPITAL (AT MOTHER FRANCES),452091,Community Hospital Corporation,,N,TX,800 EAST DAWSON 4TH FLOOR,TYLER,75701,Smith,,,Non-profit,LTACH,South ,,,,51,51,51,,,48
TYLER COUNTY HOSPITAL,450460,,,N,TX,1100 WEST BLUFF,WOODVILLE,75979,TYLER,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,Not Available,25,,25,25,24,Yes,48
TYLER HOLMES MEMORIAL HOSPITAL CAH,251312,,,N,MS,409 TYLER HOLMES DRIVE,WINONA,38967,MONTGOMERY,,,Government - Local,Critical Access Hospitals,South ,CAH,Not Available,25,,25,25,,Yes,28
TYLER MEMORIAL HOSPITAL,390192,Community Health Systems,,N,PA,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,18657,WYOMING,,,Proprietary,Acute Care Hospitals,Northeast ,PPS,,44,,38,44,43,Yes,42
U S M D HOSPITAL AT ARLINGTON L P,450872,,,N,TX,801 W INTERSTATE 20,ARLINGTON,76017,TARRANT,,,Physician,Acute Care Hospitals,South ,PPS,3,34,,34,34,32,Yes,48
UAMS MEDICAL CENTER,040016,,,N,AR,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,72205,PULASKI,,,Government - State,Acute Care Hospitals,South ,PPS,2,482,,430,430,483,Yes,05
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,,,N,CA,200 WEST ARBOR DRIVE,SAN DIEGO,92103,SAN DIEGO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,RRC,5,719,,600,600,656,Yes,06
UCF LAKE NONA HOSPITAL,100350,HCA Healthcare,,N,FL,6850 LAKE NONA BLVD,ORLANDO,32827,ORANGE,,,Proprietary,Acute Care Hospitals,South ,,Not Available,,,,,,Yes,12
UCH-MEMORIAL HEALTH SYSTEM,060022,,,N,CO,1400 E BOULDER ST,COLORADO SPRINGS,80909,EL PASO,,,Government - Local,Acute Care Hospitals,West ,PPS,3,431,,583,583,471,Yes,08
UCHEALTH BROOMFIELD HOSPITAL,060129,non profit,,N,CO,11820 DESTINATION DR,BROOMFIELD,80021,JEFFERSON,,,Proprietary,Acute Care Hospitals,West ,PPS,3,20,,22,22,21,Yes,08
UCHEALTH GRANDVIEW HOSPITAL,060130,,,N,CO,5623 PULPIT PEAK VIEW,COLORADO SPRINGS,80918,EL PASO,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,Not Available,22,,22,22,21,Yes,08
UCHEALTH GREELEY HOSPITAL,060131,,,N,CO,6767 W 29TH ST,GREELEY,80634,WELD,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,4,53,,50,50,7,Yes,08
UCHEALTH HIGHLANDS RANCH HOSPITAL,060132,,,N,CO,1500 PARK CENTRAL DR,HIGHLANDS RANCH,80129,DOUGLAS,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,3,93,,87,87,87,Yes,08
UCHEALTH PIKES PEAK REGIONAL HOSPITAL,061326,,,N,CO,16420 W US HIGHWAY 24,WOODLAND PARK,80863,TELLER,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,13,,15,15,,Yes,08
UCHEALTH YAMPA VALLEY MEDICAL CENTER,060049,,,N,CO,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,80487,ROUTT,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH,4,39,,39,39,37,Yes,08
UCLA MED CTR,05T262,,,N,CA,760 WESTWOOD PLAZA,LOS ANGELES,,Los Angeles,,,Government,Rehabilitation hospital,West ,,,,,,,,,06
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,053301,,,N,CA,747 52ND STREET,OAKLAND,94609,ALAMEDA,,,Voluntary non-profit - Private,Childrens,West ,,Not Available,,223,190,190,,Yes,06
UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,054144,,,N,CA,401 PARNASSUS AVENUE,SAN FRANCISCO,94143,SAN FRANCISCO,,,Government - State,Psychiatric,West ,,Not Available,,56,23,56,,No,06
UCSF MEDICAL CENTER,050454,,,N,CA,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,SAN FRANCISCO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,RRC,5,785,,1019,1019,773,Yes,06
UF HEALTH LEESBURG HOSPITAL,100084,,,N,FL,600 E DIXIE AVE,LEESBURG,34748,LAKE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,1,332,,330,330,279,Yes,12
UF HEALTH REHAB HOSPITAL,103046,UF Health/Select Medical,,N,FL,2708 SW ARCHER ROAD,GAINESVILLE,32608,Alachua,,,For profit,Rehabilitation hospital,South ,,,,60,60,60,,,12
UF HEALTH SHANDS HOSPITAL,100113,,,N,FL,1600 SW ARCHER RD,GAINESVILLE,32610,ALACHUA,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,4,954,,1095,1095,913,Yes,12
UH CLEVELAND MEDICAL CENTER,360137,,,N,OH,11100 EUCLID AVENUE,CLEVELAND,44106,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,638,,1037,1037,614,Yes,39
UH GEAUGA MEDICAL CENTER,360192,,,N,OH,13207 RAVENNA RD,CHARDON,44024,GEAUGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,115,,126,126,111,Yes,39
UH REGIONAL HOSPITALS,360075,University Hospitals Health System,,N,OH,13207 RAVENNA ROAD,CHARDON,44143,GEAUGA,,,Proprietary,Acute Care Hospitals,Midwest ,MDH,2,86,,213,213,88,Yes,39
UH ST JOHN MEDICAL CENTER,360123,,,N,OH,29000 CENTER RIDGE ROAD,WESTLAKE,44145,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,154,,240,240,156,Yes,39
UHHS MEMORIAL HOSPITAL OF GENEVA,361307,,,N,OH,870 WEST MAIN STREET,GENEVA,44041,ASHTABULA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,4,25,,25,25,,Yes,39
UHS HOSPITALS,33T394,,,N,NY,10-42 MITCHELL AVE,BINGHAMTON,,Broome,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,36
UINTAH BASIN MEDICAL CENTER,460019,,,N,UT,250 WEST 300 NORTH,ROOSEVELT,84066,DUCHESNE,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,SCH,2,32,,49,49,24,Yes,49
UKHS-ST. FRANCIS CAMPUS,17T016,,,N,KS,1700 SW 7TH ST,TOPEKA,,Shawnee,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,20
UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,220019,,,N,MA,100 SOUTH STREET,SOUTHBRIDGE,1550,WORCESTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,1,119,,113,113,106,Yes,25
UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,220049,,,N,MA,157 UNION STREET,MARLBOROUGH,1752,MIDDLESEX,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,67,,79,79,62,Yes,25
UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,220163,,,N,MA,55 LAKE AVENUE NORTH,WORCESTER,1655,WORCESTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,3,655,,325,325,612,Yes,25
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,,,N,MD,2200 KERNAN DRIVE,BALTIMORE,21207,BALTIMORE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,136,,134,134,137,No,24
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,,,N,MD,500 UPPER CHESAPEAKE DRIVE,BEL AIR,21014,HARFORD,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,2,161,,219,219,107,Yes,24
UNC HOSPITALS INPATIENT REHAB,34T061,,,N,NC,101 MANNING DR,CHAPEL HILL,,Orange,,,Government,Rehabilitation hospital,South ,,,,,,,,,37
UNC LENOIR HEALTH CARE,340027,,,N,NC,100 AIRPORT RD,KINSTON,28501,LENOIR,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH/RRC,2,174,,235,235,144,Yes,37
UNC ROCKINGHAM,340060,,,N,NC,117 E KINGS HIGHWAY,EDEN,27288,ROCKINGHAM,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,1,108,,99,108,104,Yes,37
UNICOI COUNTY  HOSPITAL,440001,,,N,TN,2030 TEMPLE HILL ROAD,ERWIN,37650,UNICOI,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,10,,10,10,9,Yes,47
UNION COUNTY GENERAL HOSPITAL,321304,Community Hospital Corporation,,N,NM,300 WILSON STREET,CLAYTON,88415,UNION,,,Government - Local,Critical Access Hospitals,West ,CAH,Not Available,25,,25,25,,Yes,35
UNION GENERAL HOSPITAL,110051,,,N,GA,35 HOSPITAL ROAD,BLAIRSVILLE,30512,UNION,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,4,39,,45,45,39,Yes,13
UNION GENERAL HOSPITAL,191301,,,N,LA,901 JAMES AVE,FARMERVILLE,71241,UNION,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,20,,20,20,,Yes,22
UNION HOSPITAL,360010,,,N,OH,659 BOULEVARD,DOVER,44622,TUSCARAWAS,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,RRC,3,105,,220,220,118,Yes,39
UNION HOSPITAL,15T023,,,N,IN,MEDICAL REHABILITATION UNIT,TERRE HAUTE,,Vigo,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,18
UNION HOSPITAL,36T010,,,N,OH,659 BOULEVARD,DOVER,,Tuscarawas,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,39
UNION HOSPITAL CLINTON,151326,,,N,IN,801 S MAIN ST,CLINTON,47842,VERMILLION,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,3,25,,25,25,,Yes,18
UNION HOSPITAL INC,150023,,,N,IN,1606 N SEVENTH ST,TERRE HAUTE,47804,VIGO,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,4,242,,318,318,207,Yes,18
UNION HOSPITAL OF CECIL COUNTY,210032,,,N,MD,106 BOW STREET,ELKTON,21921,CECIL,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,96,,166,166,96,No,24
UNION MEDICAL CENTER,420108,,,N,SC,322 WEST SOUTH STREET,UNION,29379,UNION,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,Not Available,22,,143,143,41,Yes,45
UNIONTOWN HOSPITAL,390041,,,N,PA,500 WEST BERKELEY STREET,UNIONTOWN,15401,FAYETTE,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,PPS,1,134,,144,190,154,Yes,42
UNIONTOWN HOSPITAL,39T041,,,N,PA,500 W. BERKELEY ST.,UNIONTOWN,,Fayette,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,42
"UNITED HEALTH SERVICES HOSPITALS, INC",330394,,,N,NY,10-42 MITCHELL AVENUE,BINGHAMTON,13903,BROOME,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,372,,500,500,335,Yes,36
UNITED HOSPITAL,24T038,,,N,MN,333 SMITH AVE N MR660104,ST PAUL,,Ramsey,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,27
"UNITED HOSPITAL CENTER, INC",510006,,,N,WV,327 MEDICAL PARK DRIVE,BRIDGEPORT,26330,HARRISON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,EAC/RRC,4,232,,375,375,210,Yes,54
UNITED HOSPITAL DISTRICT,241369,,,N,MN,"515 SOUTH MOORE STREET, PO BOX 160",BLUE EARTH,56013,FARIBAULT,,,Government - Hospital District or Authority,Critical Access Hospitals,Midwest ,CAH,Not Available,24,,25,43,,Yes,27
UNITED MEDICAL CENTER,090008,,,N,DC,1310 SOUTHERN AVENUE  SE,WASHINGTON,20032,THE DISTRICT,,,Proprietary,Acute Care Hospitals,,PPS,3,157,,184,184,142,Yes,
UNITED MEDICAL HEALTHWEST-NEW ORLEANS,193074,United Medical Rehabilitation Hospitals,,N,LA,"3201 WALL BLVD, STE B",GRETNA,70056,JEFFERSON,,,For profit,Rehabilitation hospital,South ,,,,15,26,26,,,22
UNITED MEDICAL REHABILITATION HOSPITAL,193079,United Medical Rehabilitation Hospitals,,N,LA,15717 BELLE DRIVE,HAMMOND,70403,TANGIPAHOA,,,For profit,Rehabilitation hospital,South ,,,,40,40,40,,,22
UNITED MEMORIAL MEDICAL CENTER,330073,,,N,NY,127 NORTH STREET,BATAVIA,14020,GENESEE,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,133,,166,166,130,Yes,36
UNITED MEMORIAL MEDICAL CENTER,450803,,,N,TX,510 W TIDWELL,HOUSTON,77091,HARRIS,,,Physician,Acute Care Hospitals,South ,PPS,Not Available,151,,117,117,109,Yes,48
UNITED METHODIST BEHAVIORAL HOSPITAL,044017,,,N,AR,1601 MURPHY DRIVE,MAUMELLE,72113,PULASKI,,,Voluntary non-profit - Private,Psychiatric,South ,,Not Available,,,60,60,,No,05
UNITED REGIONAL HEALTH CARE SYSTEM,450010,,,N,TX,1600 11TH STREET,WICHITA FALLS,76301,WICHITA,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH,4,248,,565,565,249,Yes,48
UNITY HEALTH - NEWPORT,041332,,,N,AR,1205 MCLAIN STREET,NEWPORT,,JACKSON,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,,Not Available,,,,,,Yes,05
UNITY HEALTH SPECIALTY CARE CAMPUS,04T014,,,N,AR,1200 SOUTH MAIN STREET,SEARCY,,White,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,05
UNITY HOSPITAL,330226,,,N,NY,1555 LONG POND ROAD,ROCHESTER,14626,MONROE,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,2,283,,311,311,276,Yes,36
UNITY HOSPITAL,33T226,,,N,NY,1555 LONG POND RD,ROCHESTER,,Monroe,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,36
UNITY MEDICAL CENTER,440007,,,N,TN,481 INTERSTATE DRIVE,MANCHESTER,37355,COFFEE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,MDH,Not Available,49,,49,49,47,Yes,47
UNITY MEDICAL CENTER,351320,,,N,ND,164 W 13TH STREET,GRAFTON,58237,WALSH,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,14,,14,14,,Yes,38
UNITY PHYSICIANS HOSPITAL,150177,,,N,IN,4455 EDISON LAKES PKWY,MISHAWAKA,46545,ST. JOSEPH,,,Physician,Acute Care Hospitals,Midwest ,PPS,Not Available,29,,29,29,29,No,18
UNITY SPECIALTY HOSPITAL,330411,,,N,NY,89 GENESEE STREET,ROCHESTER,14611,MONROE,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,,Not Available,,,,,,No,36
UNITYPOINT FINLEY HOSPITAL,16T117,,,N,IA,350 N GRANDVIEW AVE,DUBUQUE,,Dubuque,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,19
UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,160082,,,N,IA,1200 PLEASANT STREET,DES MOINES,50309,POLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,608,,674,674,526,Yes,19
UNITYPOINT HEALTH - MARSHALLTOWN,160001,,,N,IA,55 UNITYPOINT WAY,MARSHALLTOWN,50158,MARSHALL,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH/RRC,Not Available,27,,70,70,36,Yes,19
UNITYPOINT HEALTH ALLEN HOSP,16T110,,,N,IA,1825 LOGAN AVE,WATERLOO,,Black Hawk,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,19
UNITYPOINT HEALTH METHODIST/PROCTOR,14T209,,,N,IL,221 NE GLEN OAK AVE,PEORIA,,Peoria,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,17
UNIV OF CA IRVINE MED CTR,05T348,,,N,CA,101 THE CITY DRIVE,ORANGE,,Orange,,,Government,Rehabilitation hospital,West ,,,,,,,,,06
UNIV OF IOWA HEALTH NETWORK REHAB HOSP,163027,Encompass Health,,N,IA,2450 CORAL COURT,CORALVILLE,52241,Johnson,,,For profit,Rehabilitation hospital,Midwest ,,,,,40,40,,,19
UNIV OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPR,100079,University of Miami Health System/HCA,,N,FL,1475 NW 12TH AVE,MIAMI,33136,,,,,,South ,CANCER,,553,,700,700,40,,12
UNIV OF ROCHESTER MEDICAL CTR,33T285,,,N,NY,601 ELMWOOD AVE,ROCHESTER,,Monroe,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,36
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,,,N,VT,111 COLCHESTER AVE,BURLINGTON,5401,CHITTENDEN,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,PPS,5,482,,615,615,426,Yes,50
UNIVERSAL BEHAVIORAL HEALTH HOSPITAL,194117,,,N,LA,800 S OAK ST,HAMMOND,,TANGIPAHOA,,,Proprietary,Psychiatric,South ,,Not Available,,,,,,No,22
UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,170191,University of Kansas Health System,,N,KS,514 CLEVELAND STREET,GREAT BEND,67530,BARTON,,,Proprietary,Acute Care Hospitals,Midwest ,SCH,3,29,,33,33,30,Yes,20
UNIVERSITY BEHAVIORAL CENTER,104076,,,N,FL,2500 DISCOVERY DRIVE,ORLANDO,32826,ORANGE,,,Voluntary non-profit - Private,Psychiatric,South ,,Not Available,,112,112,112,,No,12
UNIVERSITY BEHAVIORAL HEALTH CARE,314011,,,N,NJ,671 HOES LANE WEST,PISCATAWAY,8854,MIDDLESEX,,,Government - State,Psychiatric,Northeast ,,Not Available,,64,48,48,,No,34
UNIVERSITY BEHAVIORAL HEALTH OF DENTON,454104,,,N,TX,2026 WEST UNIVERSITY DRIVE,DENTON,76201,DENTON,,,Government - State,Psychiatric,South ,,Not Available,,104,104,104,,No,48
UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,260102,,,N,MO,7900 LEE'S SUMMIT RD,KANSAS CITY,64139,JACKSON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,3,110,,304,304,105,Yes,29
UNIVERSITY HEALTH SYSTEM,450213,,,N,TX,4502 MEDICAL DR,SAN ANTONIO,78229,BEXAR,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,RRC,3,625,,515,1034,599,Yes,48
UNIVERSITY HEALTH SYSTEM,45T213,,,N,TX,4502 MEDICAL DRIVE,SAN ANTONIO,,Bexar,,,Government,Rehabilitation hospital,South ,,,,,,,,,48
"UNIVERSITY HEALTH SYSTEM, INC",440015,,,N,TN,1924 ALCOA HIGHWAY,KNOXVILLE,37920,KNOX,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,3,671,,655,655,593,Yes,47
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,HCA Healthcare,,N,FL,7201 N UNIVERSITY DR,TAMARAC,33321,BROWARD,,,Proprietary,Acute Care Hospitals,South ,PPS,1,257,,317,317,227,Yes,12
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,,,N,NY,750 EAST ADAMS STREET,SYRACUSE,13210,ONONDAGA,,,Government - State,Acute Care Hospitals,Northeast ,PPS,2,625,,430,430,496,Yes,36
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,,,N,OH,630 EAST RIVER STREET,ELYRIA,44035,LORAIN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,212,,400,400,205,No,39
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,,,N,OH,3999 RICHMOND ROAD,BEACHWOOD,44122,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,145,,144,144,132,Yes,39
UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,361308,,,N,OH,158 WEST MAIN ROAD,CONNEAUT,44030,ASHTABULA,,,Voluntary non-profit - Other,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,39
UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,36T041,,,N,OH,7007 POWERS BLVD.,PARMA,,Cuyahoga,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,39
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,360078,,,N,OH,6847 N CHESTNUT,RAVENNA,44266,PORTAGE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,190,,280,302,183,Yes,39
